CustomerID,Recency,Frequency,Monetary,Country,UniqueProducts,TotalQuantity,AvgTransactionValue,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
16739,172,2,312.55,United Kingdom,13,169,156.275,1,2,2,122,5,Hibernating
16742,47,2,0.0,United Kingdom,4,-189,0.0,3,2,1,321,6,Promising
16743,29,8,2191.84,United Kingdom,89,2010,273.98,3,4,4,344,11,Loyal Customers
16744,11,7,1304.76,United Kingdom,198,805,186.3942857142857,4,4,3,443,11,Champions
16745,87,18,7170.7,United Kingdom,148,6727,398.3722222222222,2,4,4,244,10,Needs Attention
16746,5,19,6694.31,United Kingdom,234,4662,352.3321052631579,4,4,4,444,12,Champions
16747,25,4,826.96,United Kingdom,34,577,206.74,3,3,3,333,9,Loyal Customers
16748,18,5,1515.9,United Kingdom,42,880,303.18,3,3,3,333,9,Loyal Customers
16750,45,5,623.93,United Kingdom,74,214,124.78599999999999,3,3,2,332,8,Needs Attention
16751,31,1,1764.72,United Kingdom,24,1031,1764.72,3,1,4,314,8,Others
16752,373,1,207.5,United Kingdom,9,54,207.5,1,1,1,111,3,Hibernating
16753,58,1,223.92000000000002,United Kingdom,34,189,223.92000000000002,2,1,1,211,4,Hibernating
16754,372,1,2002.4,United Kingdom,2,4280,2002.4,1,1,4,114,6,Hibernating
16755,114,5,1484.63,United Kingdom,134,1058,296.92600000000004,2,3,3,233,8,Needs Attention
16756,215,1,239.4,United Kingdom,13,106,239.4,1,1,1,111,3,Hibernating
16757,319,1,106.83000000000001,United Kingdom,7,81,106.83000000000001,1,1,1,111,3,Hibernating
16758,65,1,369.34000000000003,United Kingdom,22,203,369.34000000000003,2,1,2,212,5,Hibernating
16759,8,4,772.84,United Kingdom,40,608,193.21,4,3,3,433,10,Champions
16761,97,1,316.62,United Kingdom,13,341,316.62,2,1,2,212,5,Hibernating
16762,20,3,1501.38,United Kingdom,51,618,500.46000000000004,3,2,3,323,8,Needs Attention
16763,185,2,594.9,United Kingdom,23,318,297.45,1,2,2,122,5,Hibernating
16764,4,18,2758.25,United Kingdom,209,1247,153.23611111111111,4,4,4,444,12,Champions
16765,294,1,34.0,United Kingdom,1,4,34.0,1,1,1,111,3,Hibernating
16766,273,2,1145.6,United Kingdom,17,536,572.8,1,2,3,123,6,Hibernating
16767,31,11,5580.6,United Kingdom,148,4435,507.32727272727277,3,4,4,344,11,Loyal Customers
16768,48,5,458.04,United Kingdom,47,191,91.608,3,3,2,332,8,Needs Attention
16769,260,1,380.39,United Kingdom,33,83,380.39,1,1,2,112,4,Hibernating
16770,58,6,744.9,United Kingdom,116,452,124.14999999999999,2,4,3,243,9,Needs Attention
16771,33,5,2246.81,United Kingdom,200,1489,449.36199999999997,3,3,4,334,10,Loyal Customers
16773,57,1,171.59,United Kingdom,23,171,171.59,2,1,1,211,4,Hibernating
16774,68,5,654.92,United Kingdom,36,318,130.98399999999998,2,3,3,233,8,Needs Attention
16775,10,11,1695.66,United Kingdom,84,440,154.1509090909091,4,4,4,444,12,Champions
16776,60,1,388.28,United Kingdom,61,262,388.28,2,1,2,212,5,Hibernating
16777,80,2,226.35,United Kingdom,45,64,113.175,2,2,1,221,5,Hibernating
16778,74,2,245.94,United Kingdom,16,194,122.97,2,2,1,221,5,Hibernating
16779,2,28,10454.05,United Kingdom,161,5236,373.3589285714285,4,4,4,444,12,Champions
16780,100,2,425.19,United Kingdom,51,271,212.595,2,2,2,222,6,Needs Attention
16781,365,2,294.65,United Kingdom,17,111,147.325,1,2,2,122,5,Hibernating
16782,10,19,2242.25,United Kingdom,103,703,118.01315789473684,4,4,4,444,12,Champions
16784,20,1,107.6,United Kingdom,3,24,107.6,3,1,1,311,5,Promising
16788,123,2,597.48,United Kingdom,138,311,298.74,2,2,2,222,6,Needs Attention
16789,8,1,80.8,United Kingdom,5,32,80.8,4,1,1,411,6,Promising
16790,4,8,1520.1200000000001,United Kingdom,88,892,190.01500000000001,4,4,3,443,11,Champions
16791,29,8,1706.28,United Kingdom,218,759,213.285,3,4,4,344,11,Loyal Customers
16792,282,2,110.38000000000001,United Kingdom,11,44,55.190000000000005,1,2,1,121,4,Hibernating
16793,57,1,243.84,United Kingdom,16,146,243.84,2,1,1,211,4,Hibernating
16794,1,12,1201.51,United Kingdom,142,933,100.12583333333333,4,4,3,443,11,Champions
16795,365,1,414.88,United Kingdom,64,239,414.88,1,1,2,112,4,Hibernating
16796,89,1,305.62,United Kingdom,18,186,305.62,2,1,2,212,5,Hibernating
16800,11,1,1201.49,United Kingdom,148,540,1201.49,4,1,3,413,8,Champions
16801,163,5,867.83,United Kingdom,72,313,173.566,1,3,3,133,7,At Risk
16803,65,1,332.3,United Kingdom,24,245,332.3,2,1,2,212,5,Hibernating
16804,23,3,536.99,United Kingdom,59,246,178.99666666666667,3,2,2,322,7,Promising
16805,174,2,460.59,United Kingdom,94,539,230.295,1,2,2,122,5,Hibernating
16806,103,4,801.49,United Kingdom,68,378,200.3725,2,3,3,233,8,Needs Attention
16807,143,3,1121.59,United Kingdom,57,778,373.8633333333333,2,2,3,223,7,Needs Attention
16808,99,2,288.42,United Kingdom,21,196,144.21,2,2,1,221,5,Hibernating
16809,23,6,912.74,United Kingdom,79,651,152.12333333333333,3,4,3,343,10,Loyal Customers
16810,192,2,275.64,United Kingdom,16,112,137.82,1,2,1,121,4,Hibernating
16811,5,2,547.07,United Kingdom,26,477,273.535,4,2,2,422,8,Potential Loyalists
16812,361,1,479.35,United Kingdom,15,81,479.35,1,1,2,112,4,Hibernating
16813,8,10,1692.98,United Kingdom,248,1525,169.298,4,4,4,444,12,Champions
16814,14,22,6500.6,United Kingdom,122,2768,295.4818181818182,4,4,4,444,12,Champions
16816,103,4,417.06,United Kingdom,28,274,104.265,2,3,2,232,7,Needs Attention
16817,3,13,1446.95,United Kingdom,76,762,111.30384615384615,4,4,3,443,11,Champions
16818,11,13,3317.97,United Kingdom,172,2163,255.22846153846152,4,4,4,444,12,Champions
16820,96,1,497.61,United Kingdom,26,307,497.61,2,1,2,212,5,Hibernating
16823,227,1,358.38,United Kingdom,34,136,358.38,1,1,2,112,4,Hibernating
16824,16,2,460.64,United Kingdom,23,236,230.32,4,2,2,422,8,Potential Loyalists
16825,39,2,775.1800000000001,United Kingdom,27,566,387.59000000000003,3,2,3,323,8,Needs Attention
16826,51,1,341.7,United Kingdom,22,158,341.7,2,1,2,212,5,Hibernating
16828,93,2,128.5,United Kingdom,8,59,64.25,2,2,1,221,5,Hibernating
16829,157,1,197.22,United Kingdom,11,99,197.22,1,1,1,111,3,Hibernating
16830,39,1,325.91,United Kingdom,23,264,325.91,3,1,2,312,6,Promising
16832,184,3,199.15,United Kingdom,11,33,66.38333333333334,1,2,1,121,4,Hibernating
16833,1,4,1106.53,United Kingdom,46,440,276.6325,4,3,3,433,10,Champions
16834,228,1,413.46,United Kingdom,24,358,413.46,1,1,2,112,4,Hibernating
16835,128,2,180.85,United Kingdom,10,61,90.425,2,2,1,221,5,Hibernating
16836,40,2,251.87,United Kingdom,11,165,125.935,3,2,1,321,6,Promising
16837,31,12,3167.73,United Kingdom,123,1562,263.9775,3,4,4,344,11,Loyal Customers
16838,197,3,582.9,United Kingdom,24,184,194.29999999999998,1,2,2,122,5,Hibernating
16839,9,39,15357.78,United Kingdom,117,8470,393.7892307692308,4,4,4,444,12,Champions
16841,37,7,1774.62,United Kingdom,101,2234,253.51714285714283,3,4,4,344,11,Loyal Customers
16842,64,4,1260.44,United Kingdom,45,692,315.11,2,3,3,233,8,Needs Attention
16843,43,17,10183.82,United Kingdom,226,10154,599.0482352941176,3,4,4,344,11,Loyal Customers
16846,50,1,214.32,United Kingdom,11,135,214.32,3,1,1,311,5,Promising
16847,43,1,193.44,United Kingdom,12,78,193.44,3,1,1,311,5,Promising
16848,53,1,281.42,United Kingdom,14,182,281.42,2,1,1,211,4,Hibernating
16849,187,1,124.57,United Kingdom,8,33,124.57,1,1,1,111,3,Hibernating
16850,334,1,332.41,United Kingdom,19,249,332.41,1,1,2,112,4,Hibernating
16851,4,3,342.45,United Kingdom,17,271,114.14999999999999,4,2,2,422,8,Potential Loyalists
16852,10,2,144.91000000000003,United Kingdom,9,56,72.45500000000001,4,2,1,421,7,Potential Loyalists
16855,24,2,328.4,United Kingdom,19,164,164.2,3,2,2,322,7,Promising
16856,15,1,35.400000000000006,United Kingdom,2,12,35.400000000000006,4,1,1,411,6,Promising
16858,366,2,345.89000000000004,United Kingdom,9,83,172.94500000000002,1,2,2,122,5,Hibernating
16859,106,5,473.14,United Kingdom,50,656,94.628,2,3,2,232,7,Needs Attention
16861,60,3,151.65,United Kingdom,8,133,50.550000000000004,2,2,1,221,5,Hibernating
16863,29,4,481.35,United Kingdom,25,392,120.3375,3,3,2,332,8,Needs Attention
16866,141,3,207.73999999999998,United Kingdom,10,60,69.24666666666666,2,2,1,221,5,Hibernating
16869,23,5,805.62,United Kingdom,113,581,161.124,3,3,3,333,9,Loyal Customers
16871,22,7,2761.4900000000002,United Kingdom,131,1250,394.49857142857144,3,4,4,344,11,Loyal Customers
16872,77,3,680.02,United Kingdom,5,600,226.67333333333332,2,2,3,223,7,Needs Attention
16873,5,10,7066.31,United Kingdom,179,3825,706.6310000000001,4,4,4,444,12,Champions
16875,64,9,2023.47,United Kingdom,94,1044,224.83,2,4,4,244,10,Needs Attention
16877,12,6,853.72,United Kingdom,111,463,142.28666666666666,4,4,3,443,11,Champions
16878,25,2,0.0,United Kingdom,3,0,0.0,3,2,1,321,6,Promising
16880,31,7,1519.08,United Kingdom,121,753,217.01142857142855,3,4,3,343,10,Loyal Customers
16881,67,1,432.0,United Kingdom,1,600,432.0,2,1,2,212,5,Hibernating
16882,67,3,705.12,United Kingdom,39,424,235.04,2,2,3,223,7,Needs Attention
16883,187,2,276.73,United Kingdom,33,104,138.365,1,2,1,121,4,Hibernating
16884,38,2,429.84000000000003,United Kingdom,26,320,214.92000000000002,3,2,2,322,7,Promising
16885,15,3,471.51,United Kingdom,82,184,157.17,4,2,2,422,8,Potential Loyalists
16887,35,1,194.88,United Kingdom,35,157,194.88,3,1,1,311,5,Promising
16889,195,3,1578.67,United Kingdom,112,925,526.2233333333334,1,2,3,123,6,Hibernating
16891,2,5,809.7,United Kingdom,166,283,161.94,4,3,3,433,10,Champions
16892,1,7,496.84000000000003,United Kingdom,88,235,70.97714285714287,4,4,2,442,10,Champions
16893,367,1,145.93,United Kingdom,44,62,145.93,1,1,1,111,3,Hibernating
16895,65,1,219.14,United Kingdom,57,102,219.14,2,1,1,211,4,Hibernating
16897,299,3,213.03,United Kingdom,37,58,71.01,1,2,1,121,4,Hibernating
16898,26,4,444.46,United Kingdom,151,386,111.115,3,3,2,332,8,Needs Attention
16899,8,6,1281.56,United Kingdom,80,522,213.59333333333333,4,4,3,443,11,Champions
16900,12,5,187.6900000000001,United Kingdom,79,723,37.538000000000025,4,3,1,431,8,Champions
16902,116,1,1706.88,United Kingdom,43,629,1706.88,2,1,4,214,7,Hibernating
16903,29,1,373.24,United Kingdom,50,262,373.24,3,1,2,312,6,Promising
16904,4,16,3754.27,United Kingdom,387,2034,234.641875,4,4,4,444,12,Champions
16905,5,8,3085.48,United Kingdom,117,1407,385.685,4,4,4,444,12,Champions
16906,82,4,579.77,United Kingdom,74,281,144.9425,2,3,2,232,7,Needs Attention
16907,29,5,981.65,United Kingdom,89,298,196.32999999999998,3,3,3,333,9,Loyal Customers
16909,64,2,364.14,United Kingdom,18,434,182.07,2,2,2,222,6,Needs Attention
16910,4,8,1510.06,United Kingdom,318,886,188.7575,4,4,3,443,11,Champions
16912,23,14,2528.67,United Kingdom,89,1014,180.61928571428572,3,4,4,344,11,Loyal Customers
16913,290,1,113.44,United Kingdom,8,82,113.44,1,1,1,111,3,Hibernating
16914,36,1,208.46,United Kingdom,25,121,208.46,3,1,1,311,5,Promising
16915,9,6,621.6800000000001,United Kingdom,46,132,103.61333333333334,4,4,2,442,10,Champions
16916,24,2,576.26,United Kingdom,129,440,288.13,3,2,2,322,7,Promising
16917,277,1,391.52,United Kingdom,9,232,391.52,1,1,2,112,4,Hibernating
16918,50,7,1043.34,United Kingdom,97,708,149.04857142857142,3,4,3,343,10,Loyal Customers
16919,156,11,2596.45,United Kingdom,141,1413,236.04090909090908,1,4,4,144,9,At Risk
16921,61,1,169.79,United Kingdom,50,171,169.79,2,1,1,211,4,Hibernating
16923,12,26,6666.83,United Kingdom,316,3183,256.41653846153844,4,4,4,444,12,Champions
16924,21,4,739.5,United Kingdom,69,480,184.875,3,3,3,333,9,Loyal Customers
16926,371,1,230.25,United Kingdom,14,35,230.25,1,1,1,111,3,Hibernating
16927,116,3,543.05,United Kingdom,5,993,181.01666666666665,2,2,2,222,6,Needs Attention
16928,80,19,2781.5,United Kingdom,72,2094,146.39473684210526,2,4,4,244,10,Needs Attention
16929,4,7,1295.39,United Kingdom,51,929,185.0557142857143,4,4,3,443,11,Champions
16930,26,3,380.55,United Kingdom,47,341,126.85000000000001,3,2,2,322,7,Promising
16931,5,21,4604.22,United Kingdom,448,3158,219.24857142857144,4,4,4,444,12,Champions
16932,53,1,161.94,United Kingdom,44,87,161.94,2,1,1,211,4,Hibernating
16933,1,5,530.08,United Kingdom,44,281,106.016,4,3,2,432,9,Champions
16934,55,2,950.9300000000001,United Kingdom,59,399,475.46500000000003,2,2,3,223,7,Needs Attention
16936,26,1,262.68,United Kingdom,56,173,262.68,3,1,1,311,5,Promising
16938,9,5,1903.13,United Kingdom,212,1025,380.62600000000003,4,3,4,434,11,Champions
16940,52,3,3049.88,United Kingdom,226,2169,1016.6266666666667,2,2,4,224,8,Needs Attention
16942,13,10,1894.11,United Kingdom,159,807,189.411,4,4,4,444,12,Champions
16943,212,3,816.73,United Kingdom,23,145,272.24333333333334,1,2,3,123,6,Hibernating
16945,22,19,4345.5,United Kingdom,137,2725,228.71052631578948,3,4,4,344,11,Loyal Customers
16947,236,1,406.48,United Kingdom,21,312,406.48,1,1,2,112,4,Hibernating
16948,139,3,435.02,United Kingdom,15,1614,145.00666666666666,2,2,2,222,6,Needs Attention
16949,4,7,1161.27,United Kingdom,57,790,165.8957142857143,4,4,3,443,11,Champions
16950,57,3,1178.56,United Kingdom,39,644,392.8533333333333,2,2,3,223,7,Needs Attention
16951,123,4,1262.75,United Kingdom,73,1306,315.6875,2,3,3,233,8,Needs Attention
16952,109,2,167.61,United Kingdom,16,92,83.805,2,2,1,221,5,Hibernating
16953,30,1,20.8,United Kingdom,1,10,20.8,3,1,1,311,5,Promising
16954,1,9,2085.08,United Kingdom,40,1054,231.67555555555555,4,4,4,444,12,Champions
16955,185,5,493.67,United Kingdom,18,246,98.73400000000001,1,3,2,132,6,Others
16956,9,2,292.34,United Kingdom,16,112,146.17,4,2,1,421,7,Potential Loyalists
16957,239,2,416.64,United Kingdom,15,172,208.32,1,2,2,122,5,Hibernating
16959,87,1,117.35000000000001,United Kingdom,7,49,117.35000000000001,2,1,1,211,4,Hibernating
16960,39,3,507.05,United Kingdom,92,304,169.01666666666668,3,2,2,322,7,Promising
16961,116,1,234.17,United Kingdom,14,125,234.17,2,1,1,211,4,Hibernating
16963,187,1,110.55000000000001,United Kingdom,7,35,110.55000000000001,1,1,1,111,3,Hibernating
16965,227,1,201.19,United Kingdom,26,291,201.19,1,1,1,111,3,Hibernating
16966,8,10,2148.47,United Kingdom,9,1978,214.84699999999998,4,4,4,444,12,Champions
16967,189,1,319.02,United Kingdom,21,333,319.02,1,1,2,112,4,Hibernating
16968,4,2,439.43,United Kingdom,31,326,219.715,4,2,2,422,8,Potential Loyalists
16969,39,3,650.41,United Kingdom,42,816,216.8033333333333,3,2,3,323,8,Needs Attention
16971,3,2,232.20999999999998,United Kingdom,41,71,116.10499999999999,4,2,1,421,7,Potential Loyalists
16976,267,1,251.51999999999998,United Kingdom,2,88,251.51999999999998,1,1,1,111,3,Hibernating
16978,78,1,344.33,United Kingdom,39,166,344.33,2,1,2,212,5,Hibernating
16979,4,8,1809.05,United Kingdom,64,860,226.13125,4,4,4,444,12,Champions
16980,255,2,1078.96,United Kingdom,71,788,539.48,1,2,3,123,6,Hibernating
16982,61,1,384.06,United Kingdom,22,182,384.06,2,1,2,212,5,Hibernating
16983,13,8,1920.2,United Kingdom,112,1366,240.025,4,4,4,444,12,Champions
16984,78,5,4392.42,United Kingdom,354,2408,878.484,2,3,4,234,9,Needs Attention
16985,17,11,5461.62,United Kingdom,62,1830,496.5109090909091,4,4,4,444,12,Champions
16986,30,2,1873.2,United Kingdom,3,1040,936.6,3,2,4,324,9,Needs Attention
16987,3,7,1625.05,United Kingdom,74,402,232.15,4,4,4,444,12,Champions
16988,5,1,126.12,United Kingdom,7,43,126.12,4,1,1,411,6,Promising
16989,7,6,1133.25,United Kingdom,7,1233,188.875,4,4,3,443,11,Champions
16990,219,1,179.0,United Kingdom,1,100,179.0,1,1,1,111,3,Hibernating
16992,11,6,1601.8600000000001,United Kingdom,85,857,266.9766666666667,4,4,3,443,11,Champions
16995,372,1,-1.25,United Kingdom,1,-1,-1.25,1,1,1,111,3,Hibernating
16996,30,9,1427.46,United Kingdom,14,534,158.60666666666668,3,4,3,343,10,Loyal Customers
16997,288,3,702.0,United Kingdom,7,360,234.0,1,2,3,123,6,Hibernating
16998,150,6,287.02000000000004,United Kingdom,2,73,47.83666666666667,1,4,1,141,6,Others
16999,23,2,484.82,United Kingdom,21,294,242.41,3,2,2,322,7,Promising
17001,1,11,3989.57,United Kingdom,75,2164,362.6881818181818,4,4,4,444,12,Champions
17002,73,4,1487.78,United Kingdom,41,678,371.945,2,3,3,233,8,Needs Attention
17004,46,2,1412.94,United Kingdom,38,819,706.47,3,2,3,323,8,Needs Attention
17006,5,4,781.78,United Kingdom,37,272,195.445,4,3,3,433,10,Champions
17007,51,7,877.4300000000001,United Kingdom,50,587,125.34714285714287,2,4,3,243,9,Needs Attention
17010,17,2,185.46,United Kingdom,11,116,92.73,4,2,1,421,7,Potential Loyalists
17011,30,1,270.9,United Kingdom,15,186,270.9,3,1,1,311,5,Promising
17014,8,4,565.58,United Kingdom,63,240,141.395,4,3,2,432,9,Champions
17015,29,3,1842.56,United Kingdom,182,1981,614.1866666666666,3,2,4,324,9,Needs Attention
17017,3,27,8574.11,United Kingdom,88,6613,317.5596296296296,4,4,4,444,12,Champions
17018,41,2,920.1,United Kingdom,15,176,460.05,3,2,3,323,8,Needs Attention
17019,11,4,1272.61,United Kingdom,166,827,318.1525,4,3,3,433,10,Champions
17022,31,1,71.0,United Kingdom,7,108,71.0,3,1,1,311,5,Promising
17024,45,3,95.85,United Kingdom,2,69,31.95,3,2,1,321,6,Promising
17025,61,3,357.77,United Kingdom,8,235,119.25666666666666,2,2,2,222,6,Needs Attention
17026,185,2,154.82999999999998,United Kingdom,4,97,77.41499999999999,1,2,1,121,4,Hibernating
17027,79,7,848.59,United Kingdom,110,415,121.22714285714287,2,4,3,243,9,Needs Attention
17029,111,2,716.0,United Kingdom,1,400,358.0,2,2,3,223,7,Needs Attention
17030,64,1,146.87,United Kingdom,11,146,146.87,2,1,1,211,4,Hibernating
17031,12,2,380.35,United Kingdom,19,235,190.175,4,2,2,422,8,Potential Loyalists
17033,86,3,1030.14,United Kingdom,24,750,343.38000000000005,2,2,3,223,7,Needs Attention
17034,16,4,734.5699999999999,United Kingdom,28,406,183.64249999999998,4,3,3,433,10,Champions
17035,246,3,388.33,United Kingdom,27,201,129.44333333333333,1,2,2,122,5,Hibernating
17037,78,2,1253.22,United Kingdom,75,652,626.61,2,2,3,223,7,Needs Attention
17038,30,1,112.4,United Kingdom,22,28,112.4,3,1,1,311,5,Promising
17040,138,1,449.73,United Kingdom,15,181,449.73,2,1,2,212,5,Hibernating
17041,27,4,1065.77,United Kingdom,59,947,266.4425,3,3,3,333,9,Loyal Customers
17042,3,5,1044.3799999999999,United Kingdom,74,994,208.87599999999998,4,3,3,433,10,Champions
17043,32,4,1735.18,United Kingdom,100,998,433.795,3,3,4,334,10,Loyal Customers
17044,9,3,897.4300000000001,United Kingdom,8,487,299.1433333333334,4,2,3,423,9,Champions
17045,113,3,339.44,United Kingdom,20,106,113.14666666666666,2,2,2,222,6,Needs Attention
17046,157,1,642.02,United Kingdom,22,510,642.02,1,1,2,112,4,Hibernating
17047,85,3,1100.9,United Kingdom,59,533,366.9666666666667,2,2,3,223,7,Needs Attention
17048,115,6,864.32,United Kingdom,41,474,144.05333333333334,2,4,3,243,9,Needs Attention
17049,3,11,5594.78,United Kingdom,201,2669,508.6163636363636,4,4,4,444,12,Champions
17050,96,6,3228.84,United Kingdom,169,1614,538.14,2,4,4,244,10,Needs Attention
17051,194,1,247.14000000000001,United Kingdom,40,184,247.14000000000001,1,1,1,111,3,Hibernating
17052,28,1,413.75,United Kingdom,72,261,413.75,3,1,2,312,6,Promising
17053,129,2,496.38,United Kingdom,13,121,248.19,2,2,2,222,6,Needs Attention
17054,28,6,1353.83,United Kingdom,64,802,225.63833333333332,3,4,3,343,10,Loyal Customers
17058,82,3,1179.89,United Kingdom,51,592,393.2966666666667,2,2,3,223,7,Needs Attention
17059,30,5,3095.04,United Kingdom,292,1855,619.008,3,3,4,334,10,Loyal Customers
17060,266,1,234.24,United Kingdom,5,216,234.24,1,1,1,111,3,Hibernating
17061,74,12,5116.13,United Kingdom,57,1484,426.3441666666667,2,4,4,244,10,Needs Attention
17062,314,5,534.47,United Kingdom,53,428,106.894,1,3,2,132,6,Others
17063,9,11,1421.59,United Kingdom,66,763,129.23545454545453,4,4,3,443,11,Champions
17064,59,3,859.35,United Kingdom,53,318,286.45,2,2,3,223,7,Needs Attention
17065,143,1,-112.35,United Kingdom,1,-1,-112.35,2,1,1,211,4,Hibernating
17068,12,22,4531.34,United Kingdom,116,2154,205.97,4,4,4,444,12,Champions
17069,28,13,2655.2200000000003,United Kingdom,111,1482,204.24769230769232,3,4,4,344,11,Loyal Customers
17070,114,1,312.14,United Kingdom,62,133,312.14,2,1,2,212,5,Hibernating
17071,9,14,2385.48,United Kingdom,102,1182,170.39142857142858,4,4,4,444,12,Champions
17073,18,4,1446.09,United Kingdom,142,759,361.5225,3,3,3,333,9,Loyal Customers
17075,18,5,813.77,United Kingdom,62,289,162.754,3,3,3,333,9,Loyal Customers
17076,36,3,841.0799999999999,United Kingdom,17,295,280.35999999999996,3,2,3,323,8,Needs Attention
17078,36,2,378.2,United Kingdom,28,788,189.1,3,2,2,322,7,Promising
17079,78,1,118.80000000000001,United Kingdom,2,24,118.80000000000001,2,1,1,211,4,Hibernating
17080,22,3,285.5,United Kingdom,8,164,95.16666666666667,3,2,1,321,6,Promising
17081,25,2,290.16,United Kingdom,55,78,145.08,3,2,1,321,6,Promising
17082,33,2,2003.85,United Kingdom,75,1049,1001.925,3,2,4,324,9,Needs Attention
17083,109,3,1405.78,United Kingdom,24,772,468.5933333333333,2,2,3,223,7,Needs Attention
17084,35,2,2949.75,United Kingdom,146,1816,1474.875,3,2,4,324,9,Needs Attention
17085,123,6,1555.05,United Kingdom,116,784,259.175,2,4,3,243,9,Needs Attention
17086,7,6,2050.08,United Kingdom,76,1859,341.68,4,4,4,444,12,Champions
17088,28,4,1991.01,United Kingdom,96,868,497.7525,3,3,4,334,10,Loyal Customers
17090,4,8,2041.8500000000001,United Kingdom,45,920,255.23125000000002,4,4,4,444,12,Champions
17091,3,10,3802.81,United Kingdom,119,1743,380.281,4,4,4,444,12,Champions
17092,50,4,1777.78,United Kingdom,99,1131,444.445,3,3,4,334,10,Loyal Customers
17094,318,2,270.20000000000005,United Kingdom,14,148,135.10000000000002,1,2,1,121,4,Hibernating
17095,22,6,1088.2,United Kingdom,70,613,181.36666666666667,3,4,3,343,10,Loyal Customers
17096,9,7,992.6800000000001,United Kingdom,46,332,141.8114285714286,4,4,3,443,11,Champions
17097,2,9,937.92,Spain,153,457,104.21333333333332,4,4,3,443,11,Champions
17100,18,2,971.74,United Kingdom,65,800,485.87,3,2,3,323,8,Needs Attention
17101,10,4,1621.73,United Kingdom,28,815,405.4325,4,3,4,434,11,Champions
17102,262,1,25.5,United Kingdom,1,2,25.5,1,1,1,111,3,Hibernating
17105,159,2,665.78,United Kingdom,80,693,332.89,1,2,3,123,6,Hibernating
17107,33,7,10380.43,United Kingdom,269,4537,1482.9185714285716,3,4,4,344,11,Loyal Customers
17109,29,8,869.6800000000001,United Kingdom,107,573,108.71000000000001,3,4,3,343,10,Loyal Customers
17110,165,1,163.29999999999998,United Kingdom,12,50,163.29999999999998,1,1,1,111,3,Hibernating
17111,47,1,248.61,United Kingdom,29,302,248.61,3,1,1,311,5,Promising
17114,6,10,747.22,United Kingdom,85,210,74.72200000000001,4,4,3,443,11,Champions
17115,8,5,806.9000000000001,United Kingdom,33,368,161.38000000000002,4,3,3,433,10,Champions
17117,288,1,116.19999999999999,United Kingdom,9,68,116.19999999999999,1,1,1,111,3,Hibernating
17118,318,1,157.02,United Kingdom,10,154,157.02,1,1,1,111,3,Hibernating
17119,3,3,593.61,United Kingdom,35,327,197.87,4,2,2,422,8,Potential Loyalists
17120,233,1,307.46,United Kingdom,18,120,307.46,1,1,2,112,4,Hibernating
17122,119,1,138.32,United Kingdom,7,80,138.32,2,1,1,211,4,Hibernating
17123,162,1,345.29999999999995,United Kingdom,9,246,345.29999999999995,1,1,2,112,4,Hibernating
17124,185,1,298.89,United Kingdom,31,130,298.89,1,1,2,112,4,Hibernating
17125,50,1,259.35,United Kingdom,34,291,259.35,3,1,1,311,5,Promising
17126,152,7,991.85,United Kingdom,189,790,141.69285714285715,1,4,3,143,8,At Risk
17128,335,1,157.09,United Kingdom,14,76,157.09,1,1,1,111,3,Hibernating
17131,5,5,2463.17,United Kingdom,78,983,492.634,4,3,4,434,11,Champions
17133,16,7,4892.240000000001,United Kingdom,13,2730,698.8914285714287,4,4,4,444,12,Champions
17134,107,2,425.0,United Kingdom,21,102,212.5,2,2,2,222,6,Needs Attention
17135,16,7,1139.73,United Kingdom,34,1224,162.81857142857143,4,4,3,443,11,Champions
17138,276,1,380.5,United Kingdom,24,126,380.5,1,1,2,112,4,Hibernating
17139,16,15,10585.57,United Kingdom,309,5163,705.7046666666666,4,4,4,444,12,Champions
17140,247,1,465.32,United Kingdom,16,302,465.32,1,1,2,112,4,Hibernating
17142,239,1,579.0,United Kingdom,15,81,579.0,1,1,2,112,4,Hibernating
17144,1,2,984.57,United Kingdom,42,483,492.285,4,2,3,423,9,Champions
17146,106,3,749.78,United Kingdom,33,212,249.92666666666665,2,2,3,223,7,Needs Attention
17147,23,6,1679.64,United Kingdom,70,878,279.94,3,4,4,344,11,Loyal Customers
17148,52,1,124.88,United Kingdom,9,82,124.88,2,1,1,211,4,Hibernating
17152,195,4,1503.5,United Kingdom,9,477,375.875,1,3,3,133,7,At Risk
17153,24,1,213.78,United Kingdom,14,104,213.78,3,1,1,311,5,Promising
17154,75,1,329.34,United Kingdom,23,490,329.34,2,1,2,212,5,Hibernating
17155,18,2,251.70000000000002,United Kingdom,19,242,125.85000000000001,3,2,1,321,6,Promising
17157,8,3,306.55,United Kingdom,11,169,102.18333333333334,4,2,2,422,8,Potential Loyalists
17158,32,3,1266.97,United Kingdom,53,778,422.3233333333333,3,2,3,323,8,Needs Attention
17159,22,4,1534.73,United Kingdom,96,1110,383.6825,3,3,3,333,9,Loyal Customers
17160,31,6,3518.03,United Kingdom,111,2856,586.3383333333334,3,4,4,344,11,Loyal Customers
17162,29,11,1707.21,United Kingdom,81,1000,155.2009090909091,3,4,4,344,11,Loyal Customers
17163,22,2,293.1,United Kingdom,3,66,146.55,3,2,1,321,6,Promising
17164,33,8,2466.4,United Kingdom,92,1500,308.3,3,4,4,344,11,Loyal Customers
